Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
long sweatskirt,Purple,False,1000,250,Purple,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,everyday; comfy,False,For sale,BottomsTexSkirtLongSweat3,8726,AuYqoDaF5L3WyXxiC
muay-thai shorts,Blue,False,980,245,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,comfy; sporty,False,For sale,BottomsTexPantsHotThai0,4522,9263kuAdDrHbrgbSb
muay-thai shorts,Red,False,980,245,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,comfy; sporty,False,For sale,BottomsTexPantsHotThai1,11947,Tr9kMKPnQwHKYLchp
muay-thai shorts,Green,False,980,245,Green,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,comfy; sporty,False,For sale,BottomsTexPantsHotThai2,11948,LHicMMvB8KD6bwnoH
muay-thai shorts,Purple,False,980,245,Purple,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,comfy; sporty,False,For sale,BottomsTexPantsHotThai3,11949,ybd8sH8iegsSxqzsR
multicolor shorts,Green,False,1100,275,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,everyday; outdoorsy; vacation,False,For sale,BottomsTexPantsHalfMulticolor0,4371,FPSibGapXftYYcJGa
multicolor shorts,Red,False,1100,275,Red,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,everyday; outdoorsy; vacation,False,For sale,BottomsTexPantsHalfMulticolor1,9089,A5stfNp2Xw4JY4RHQ
multicolor shorts,Blue,False,1100,275,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Active,everyday; outdoorsy; vacation,False,For sale,BottomsTexPantsHalfMulticolor2,9090,wpZwK6RNivMrsLF7T
multicolor shorts,Yellow,False,1100,275,Orange,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,everyday; outdoorsy; vacation,False,For sale,BottomsTexPantsHalfMulticolor3,9091,eRQxH8sZXcqrBySLz
noble pants,Black,False,4300,1075,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,False,For sale,BottomsTexPantsNormalNoble0,4398,rWWFgt9QoDxe6EfPA
noble pants,Ruby red,False,4300,1075,Pink,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,False,For sale,BottomsTexPantsNormalNoble1,9248,2632igFydKw3WFxHx
noble pants,White,False,4300,1075,White,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,False,For sale,BottomsTexPantsNormalNoble2,9249,vZEFsie7Fvw8enc9r
noble pants,Blue,False,4300,1075,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,False,For sale,BottomsTexPantsNormalNoble3,9250,hJKzokWv3YSPCNWBf
noble pants,Green,False,4300,1075,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,False,For sale,BottomsTexPantsNormalNoble4,9251,vp8NwkMskehYgD5Qd
noble pants,Purple,False,4300,1075,Purple,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,False,For sale,BottomsTexPantsNormalNoble5,9252,Z6QuTfSDk3fdNsXkg
noble pants,Yellow,False,4300,1075,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,False,For sale,BottomsTexPantsNormalNoble6,9253,rQEANJyC4MqRNPoDo
noble pants,Red,False,4300,1075,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,False,For sale,BottomsTexPantsNormalNoble7,9254,DBAqRZ5xpjuZhFJn6
outdoor shorts,Yellow,False,700,175,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,False,For sale,BottomsTexPantsHalfOutdoor0,4472,3ofXnkcsJAo6gXNjn
outdoor shorts,Black,False,700,175,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Active,outdoorsy; sporty,False,For sale,BottomsTexPantsHalfOutdoor1,6899,eKaCM9hPWebjPu9tT
outdoor shorts,Purple,False,700,175,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,False,For sale,BottomsTexPantsHalfOutdoor2,9121,6DYexAvj3fYuK478d
outdoor shorts,Red,False,700,175,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Active,outdoorsy; sporty,False,For sale,BottomsTexPantsHalfOutdoor3,9122,rEYJZgs4HT8deTKJ9
outdoor shorts,Blue,False,700,175,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,False,For sale,BottomsTexPantsHalfOutdoor4,9123,4C2g2XjEPXzaa8NnA
outdoor shorts,Green,False,700,175,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,False,For sale,BottomsTexPantsHalfOutdoor5,9124,RQRHHzY2yMCNMvzk8
outdoor shorts,Brown,False,700,175,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Active,outdoorsy; sporty,False,For sale,BottomsTexPantsHalfOutdoor6,9125,3LqkfkNH3e7fpiJeu
outdoor shorts,Yellow-green,False,700,175,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,False,For sale,BottomsTexPantsHalfOutdoor7,9126,nwCbkQf3jXtb59WMh
patched-knee pants,Brown,False,880,220,Brown,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; sporty; vacation; work,False,For sale,BottomsTexPantsWideKnee0,4490,vCX28eerHYeKTPsqi
patched-knee pants,Purple,False,880,220,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; sporty; vacation; work,False,For sale,BottomsTexPantsWideKnee1,9278,z9zmTFvLEecuraK3k
patched-knee pants,Green,False,880,220,Green,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; sporty; vacation; work,False,For sale,BottomsTexPantsWideKnee2,9279,nEwEXGs8HuhgFQW5e
patched-knee pants,Yellow,False,880,220,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; sporty; vacation; work,False,For sale,BottomsTexPantsWideKnee3,9280,XcpNbTdYpMGEdXjjn
patchwork skirt,Blue,False,2100,525,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; comfy; vacation,False,For sale,BottomsTexSkirtLongPatch0,5544,xHB5bjnwngmR4vi8A
patchwork skirt,Red,False,2100,525,Red,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; comfy; vacation,False,For sale,BottomsTexSkirtLongPatch1,8740,iN9SXNzomgrk4M2ht
patchwork skirt,Yellow,False,2100,525,Yellow,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; comfy; vacation,False,For sale,BottomsTexSkirtLongPatch2,8741,yY5DKvtpH9oJ3qZ2d
patchwork skirt,Green,False,2100,525,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; comfy; vacation,False,For sale,BottomsTexSkirtLongPatch3,8742,QCvXDx76yBFkAEhMs
pearl skirt,Navy blue,False,1680,420,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,fairy tale; formal; party; theatrical,False,For sale,BottomsTexSkirtAlinePearlNavy,5737,AhwjyLdd993xipZXk
petal skirt,Cool,False,1540,385,Black,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,For sale,BottomsTexSkirtAlineTutu0,5422,JahPjXhLzEXoZ6ExE
petal skirt,Rainbow,False,1540,385,Purple,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,For sale,BottomsTexSkirtAlineTutu1,8916,meApZdCjhq2CwthBL
petal skirt,Pastel,False,1540,385,Light blue,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,For sale,BottomsTexSkirtAlineTutu2,8917,K39pB2sJ5TngpRNx2
pineapple aloha shorts,Blue,False,840,210,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,comfy; vacation,False,For sale,BottomsTexPantsHalfAloha0,4405,HgDALSLpNdPF53Fpc
pineapple aloha shorts,Red,False,840,210,Red,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,comfy; vacation,False,For sale,BottomsTexPantsHalfAloha1,11314,YxSWwAsdc5G4N5R5m
pineapple aloha shorts,Yellow,False,840,210,Yellow,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,comfy; vacation,False,For sale,BottomsTexPantsHalfAloha2,11315,xopHMsb5M5dDq58tt
pineapple aloha shorts,Green,False,840,210,Green,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Active,comfy; vacation,False,For sale,BottomsTexPantsHalfAloha3,11316,BvXFqpT2m7eqTJ7NP
pineapple aloha shorts,Purple,False,840,210,Purple,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,comfy; vacation,False,For sale,BottomsTexPantsHalfAloha4,11317,9vgmnf7i8HTnavG8s
pineapple aloha shorts,Pink,False,840,210,Pink,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,comfy; vacation,False,For sale,BottomsTexPantsHalfAloha5,11318,fEcxudoTXdvSkmeyj
pineapple aloha shorts,Orange,False,840,210,Orange,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,comfy; vacation,False,For sale,BottomsTexPantsHalfAloha6,11319,khWybQcRhyu53FLSr
plaid shorts,Light blue,False,980,245,Light blue,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexPantsHotShaggycheck0,5664,ZjwBFB9GkmP8R5yjg
plaid shorts,Brown,False,980,245,Brown,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexPantsHotShaggycheck1,8842,XnrtJorxPR9v7shAe
plaid shorts,Light green,False,980,245,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexPantsHotShaggycheck2,8843,YKwxiTSXgoAWPFKto
plaid shorts,Red,False,980,245,Red,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexPantsHotShaggycheck3,8844,Bp9aGAfzBLEvcvwpS
pleather flare skirt,Brown,False,1560,390,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,everyday; formal,False,For sale,BottomsTexSkirtAlineLeather0,5420,TPN77SS5XxatzMWew
pleather flare skirt,Black,False,1560,390,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,everyday; formal,False,For sale,BottomsTexSkirtAlineLeather1,10202,htGM9L8vGuoFR7DKk
pleather flare skirt,Pink,False,1560,390,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,everyday; formal,False,For sale,BottomsTexSkirtAlineLeather2,10203,w3TvbZyje7qP3N44p
pleather flare skirt,Blue,False,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,everyday; formal,False,For sale,BottomsTexSkirtAlineLeather3,10204,vPycBi7ge2sohbnvo
pleather flare skirt,Green,False,1560,390,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,everyday; formal,False,For sale,BottomsTexSkirtAlineLeather4,10205,5T8Bf5SJcG7i9yj97
pleather flare skirt,Orange,False,1560,390,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Active,everyday; formal,False,For sale,BottomsTexSkirtAlineLeather5,10206,NwhrhoQsg9gk9f7CM
pleather flare skirt,Light blue,False,1560,390,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,everyday; formal,False,For sale,BottomsTexSkirtAlineLeather6,10207,yR5wmCLJXDrwenXaQ
pleather flare skirt,White,False,1560,390,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,everyday; formal,False,For sale,BottomsTexSkirtAlineLeather7,10208,uEgrjZeMJ3e7R4eC7
pleather pants,Black,False,1300,325,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,everyday; outdoorsy; theatrical,False,For sale,BottomsTexPantsNormalLeather0,3309,bP35TbatDbfYvtKnf
pleather pants,Brown,False,1300,325,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy; theatrical,False,For sale,BottomsTexPantsNormalLeather1,11290,z9e8X9wFZPCrg7tA4
pleather pants,Beige,False,1300,325,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy; theatrical,False,For sale,BottomsTexPantsNormalLeather2,11291,t2hrs4jXbseomNbXQ
pleather pants,Red,False,1300,325,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy; theatrical,False,For sale,BottomsTexPantsNormalLeather3,11292,NbXonensSP5tBM2CN
pleather pants,Blue,False,1300,325,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy; theatrical,False,For sale,BottomsTexPantsNormalLeather4,11293,jHKt5sBE7iAKewTuK
pleather pants,Yellow,False,1300,325,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy; theatrical,False,For sale,BottomsTexPantsNormalLeather5,11294,zTrXPthFDf68646TM
pleather patch skirt,Red,False,1680,420,Red,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtAlinePatch0,5811,NySzJBjXsMTQCGNjy
pleather patch skirt,Green,False,1680,420,Green,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtAlinePatch1,8924,BNmxjJtsbdroNdhKT
pleather patch skirt,Purple,False,1680,420,Purple,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtAlinePatch2,8925,99ESP5Hf2Wi5SutKv
pleather patch skirt,Orange,False,1680,420,Yellow,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtAlinePatch3,8926,xAeahsrJHAwqmyzAe
pleather shorts,Black,False,1040,260,Black,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,everyday; theatrical,False,For sale,BottomsTexPantsHotLeather0,5733,Z2WQ3FgEgNyjn64Aw
pleather shorts,Brown,False,1040,260,Brown,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; theatrical,False,For sale,BottomsTexPantsHotLeather1,10209,sLoDrhfzS9Pk4788p
pleather shorts,White,False,1040,260,White,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; theatrical,False,For sale,BottomsTexPantsHotLeather2,10210,NBMNXkpsrnwQzibw6
pleather shorts,Red,False,1040,260,Red,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; theatrical,False,For sale,BottomsTexPantsHotLeather3,10211,WkWMgRDdSTye4TanN
pleather skirt,Black,False,1300,325,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,everyday; outdoorsy,False,For sale,BottomsTexSkirtBoxLeather0,4303,bbp2oY3uiJ78Fh2hu
pleather skirt,Brown,False,1300,325,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy,False,For sale,BottomsTexSkirtBoxLeather1,11339,rQsphhQso2iJuokec
pleather skirt,Beige,False,1300,325,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy,False,For sale,BottomsTexSkirtBoxLeather2,11340,YwDYs47GmtDhWxkgK
pleather skirt,Red,False,1300,325,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy,False,For sale,BottomsTexSkirtBoxLeather3,11341,EzdXWvjrxrmeTJrnk
pleather skirt,Blue,False,1300,325,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy,False,For sale,BottomsTexSkirtBoxLeather4,11342,GHeYLdmbkk4kPeQHW
pleather skirt,Yellow,False,1300,325,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy,False,For sale,BottomsTexSkirtBoxLeather5,11343,9XQaakSQTH2T5DxXn
plover skirt,Red,False,1200,300,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; formal; party; work,False,For sale,BottomsTexSkirtBoxChidori0,5448,gmwjCKN8CboekoKNQ
plover skirt,Black,False,1200,300,Black,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; formal; party; work,False,For sale,BottomsTexSkirtBoxChidori1,11320,78XYLC6DFW9fJviyz
plover skirt,Green,False,1200,300,Green,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; formal; party; work,False,For sale,BottomsTexSkirtBoxChidori2,11321,vLCToaQtCvuvRFmqj
polka-dot mini skirt,Beige,False,1100,275,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexSkirtAlineDot0,12173,nWDWH2bcEL7bqwLMW
polka-dot mini skirt,Pink,False,1100,275,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexSkirtAlineDot1,12176,z7dHdbw4CRczuZuMu
polka-dot mini skirt,Blue,False,1100,275,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexSkirtAlineDot2,12177,xnauur6Y9BjK7sJSz
polka-dot mini skirt,Gray,False,1100,275,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexSkirtAlineDot3,12178,33jjvbydtzk72BH8m
punk pants,Red,False,1820,455,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,everyday; theatrical,False,For sale,BottomsTexPantsNormalBondage0,4485,TY3EBjn9hvr43exS6
punk pants,Blue,False,1820,455,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; theatrical,False,For sale,BottomsTexPantsNormalBondage1,9255,QgPvp3JrDjBGLhdQT
punk pants,Green,False,1820,455,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; theatrical,False,For sale,BottomsTexPantsNormalBondage2,9256,6DEDkvEpmai59G4DP
punk pants,Purple,False,1820,455,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; theatrical,False,For sale,BottomsTexPantsNormalBondage3,9257,TBfvBpGGmFwwWw8sC
rain pants,Yellow,False,700,175,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy,False,For sale,BottomsTexPantsWideRain0,5413,A7GARcaHCbPx6sJZR
rain pants,Green,False,700,175,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy,False,For sale,BottomsTexPantsWideRain1,11412,Rjqup8NERDnQmiXWp
rain pants,Blue,False,700,175,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy,False,For sale,BottomsTexPantsWideRain2,11413,D5ormZj6xJ4QbbsoP
rain pants,Purple,False,700,175,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy,False,For sale,BottomsTexPantsWideRain3,11414,PsQrgPtMnwE2HZ4EN
rain pants,Pink,False,700,175,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy,False,For sale,BottomsTexPantsWideRain4,11415,CB6pFsd7zA4XQePf5
rain pants,Red,False,700,175,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy,False,For sale,BottomsTexPantsWideRain5,11416,fTSGagzSQshQWFaLQ
rain pants,Beige,False,700,175,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy,False,For sale,BottomsTexPantsWideRain6,11417,B2PKcrDBGwAvHTDD9
rain pants,Black,False,700,175,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,outdoorsy,False,For sale,BottomsTexPantsWideRain7,11418,EksjCmE54EnF6Whgy
sailor skirt,Navy blue,False,980,245,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtAlineSailor0,3341,yyQMMTYNGy7cbs2io
sailor skirt,Orange,False,980,245,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtAlineSailor1,11635,Kq8WayHX2g9FdWQAR
sailor skirt,Light blue,False,980,245,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtAlineSailor2,11636,v9amX7ZmthPWsQnpv
sailor skirt,Green,False,980,245,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtAlineSailor3,11637,pwSRnvR5A9iHGCnto
sailor skirt,Brown,False,980,245,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtAlineSailor4,11638,vAu3YFBGbgpEZf4g4
sailor skirt,Purple,False,980,245,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtAlineSailor5,11639,Y7AR5HNuEjHdc5Tzo
sailor skirt,Red,False,980,245,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtAlineSailor6,11640,GjeJ8AiZA2wz9Amrx
sailor skirt,Pink,False,980,245,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtAlineSailor7,11641,ttwGFMpPXQjHJdxuP
satin pants,Green,False,880,220,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; party,False,For sale,BottomsTexPantsWideSatin0,4593,GxjYkjG67sTMf7Bph
satin pants,Blue,False,880,220,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; party,False,For sale,BottomsTexPantsWideSatin1,9719,Cv73Mivga3BMPQi6Y
satin pants,Light purple,False,880,220,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; party,False,For sale,BottomsTexPantsWideSatin2,9720,s7c8KYtvMbvpWS4Fa
satin pants,Pink,False,880,220,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; party,False,For sale,BottomsTexPantsWideSatin3,9721,wuRwD6B6TKJzDKN2Z
satin pants,Dark red,False,880,220,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; party,False,For sale,BottomsTexPantsWideSatin4,9722,ejhLLbFYyibcmLk76
satin pants,Ruby red,False,880,220,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; party,False,For sale,BottomsTexPantsWideSatin5,9723,tcX5Dbdo9GqKajYFZ
satin pants,Brown,False,880,220,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; party,False,For sale,BottomsTexPantsWideSatin6,9724,BsHXxcYcWHPisPBpN
school pants,Black,False,880,220,Black,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexPantsWideGakuran0,5873,jRJWoEy8giJ8vTfeW
school pants,Berry red,False,880,220,Red,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexPantsWideGakuran1,11398,K5wigHETture6F8WJ
school pants,Green,False,880,220,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexPantsWideGakuran2,11399,s2QgJ5xFH2X9ChNFK
